artist,song,explicit,year,popularity,danceability,genre,duration_min
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,True,2003,48,0.853,hip hop,3.9133333333333336
Mýa,My Love Is Like...Wo - Main Mix,False,2003,48,0.831,pop,3.4922166666666667
50 Cent,21 Questions,True,2003,72,0.646,hip hop,3.740666666666667
Nelly,Air Force Ones,True,2002,61,0.784,hip hop,5.066666666666666
Missy Elliott,Gossip Folks (feat. Ludacris),True,2002,57,0.707,hip hop,3.9148833333333335
Girls Aloud,Jump,False,2003,60,0.658,pop,3.6726666666666667
Ultrabeat,Pretty Green Eyes - Radio Edit,False,2003,59,0.553,pop,3.3653333333333335
Christina Aguilera,Fighter,False,2002,67,0.435,pop,4.099333333333333
Frankie J,Don't Wanna Try,False,2003,49,0.655,hip hop,4.088216666666667
Snoop Dogg,Beautiful,True,2005,67,0.893,hip hop,4.985766666666667
Floetry,Say Yes,False,2002,57,0.747,hip hop,4.472883333333334
Ginuwine,In Those Jeans,True,2003,59,0.691,hip hop,4.0551
Electric Six,Danger! High Voltage - Soulchild Radio Mix,False,2003,0,0.66,rock,3.5766666666666667
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,False,2003,38,0.85,pop,3.4731
Ludacris,Stand Up,True,2003,57,0.751,hip hop,3.562666666666667
Nas,I Can,False,2002,58,0.837,hip hop,4.228666666666666
3 Doors Down,When I'm Gone,False,2002,67,0.53,pop,4.338883333333333
Tyrese,How You Gonna Act Like That,False,2002,60,0.733,hip hop,4.91155
Justin Timberlake,Cry Me a River,False,2002,73,0.624,pop,4.80555
Westlife,Mandy,False,2003,57,0.447,pop,3.322
No Doubt,It's My Life,False,2003,60,0.612,rock,3.76755
Amanda Perez,Angel,False,2003,48,0.638,pop,3.646
JAY-Z,Excuse Me Miss,True,2002,56,0.714,hip hop,4.687333333333333
Coldplay,Clocks,False,2002,79,0.577,rock,5.131316666666667
Kelly Rowland,Stole,False,2002,54,0.649,hip hop,4.154883333333333
Missy Elliott,Work It,True,2002,70,0.884,hip hop,4.3871
Ashanti,Rock Wit U (Awww Baby),False,2003,65,0.71,hip hop,3.485333333333333
Junior Senior,Move Your Feet,False,2002,67,0.747,pop,3.0304333333333333
Audioslave,Like a Stone,False,2002,75,0.614,rock,4.899333333333334
Sean Paul,Like Glue,False,2002,61,0.757,hip hop,3.8751
Jaheim,Put That Woman First,True,2002,55,0.649,pop,4.096216666666667
Jennifer Lopez,All I Have (feat. LL Cool J),False,2002,60,0.701,hip hop,4.2411
Monica,So Gone,False,2003,64,0.618,pop,4.046216666666667
Dido,White Flag,False,2003,44,0.512,pop,4.000666666666667
The Roots,The Seed (2.0),True,2002,63,0.758,hip hop,4.46555
Chingy,Holidae In,True,2003,61,0.81,hip hop,5.24
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),True,2003,61,0.646,hip hop,3.7328833333333336
Kelly Clarkson,Miss Independent,False,2003,47,0.656,pop,3.57955
Ja Rule,Mesmerize,True,2002,61,0.769,hip hop,4.6448833333333335
Matchbox Twenty,Unwell,False,2002,63,0.256,pop,3.8117666666666667
Outkast,The Way You Move (feat. Sleepy Brown),True,2003,66,0.871,hip hop,3.9
Fabolous,Into You (feat. Tamia),True,2003,67,0.546,hip hop,4.92955
Switchfoot,Meant to Live,False,2003,61,0.397,rock,3.3562166666666666
Daniel Bedingfield,If You're Not The One,False,2002,58,0.688,pop,4.283766666666667
Good Charlotte,Lifestyles of the Rich & Famous,False,2002,68,0.62,rock,3.16955
Wayne Wonder,No Letting Go,False,2003,63,0.496,hip hop,3.3668833333333335
The Strokes,Reptilia,False,2003,74,0.489,rock,3.6637666666666666
Avril Lavigne,I'm with You,False,2002,70,0.457,pop,3.717766666666667
Will Young,Leave Right Now,False,2003,55,0.641,pop,3.578883333333333
Usher,Yeah! (feat. Lil Jon & Ludacris),False,2004,81,0.894,hip hop,4.172883333333333
Maroon 5,This Love,False,2002,77,0.712,pop,3.4366666666666665
Britney Spears,Toxic,False,2003,81,0.774,pop,3.3133333333333335
Outkast,Hey Ya!,False,2003,80,0.727,hip hop,3.9202166666666667
Hoobastank,The Reason,False,2003,79,0.472,pop,3.88
Anastacia,Left Outside Alone,False,2004,65,0.663,pop,4.2904333333333335
Daddy Yankee,Gasolina,False,2004,11,0.857,latin,3.21
Black Eyed Peas,Let's Get It Started - Spike Mix,False,2004,53,0.785,hip hop,3.6288833333333335
O-Zone,Dragostea Din Tei,False,2004,56,0.809,pop,3.590516666666667
Terror Squad,Lean Back,True,2004,67,0.783,hip hop,4.123766666666667
Anastacia,Sick and Tired,False,1999,56,0.598,pop,3.5377666666666667
Gwen Stefani,What You Waiting For?,False,2004,60,0.676,pop,3.6871
Ashanti,Only U - No Intro,False,2004,56,0.601,hip hop,3.1051
The Rasmus,In the Shadows,False,2003,68,0.6,metal,4.298666666666667
Houston,I Like That,False,2004,59,0.797,hip hop,3.942
Beyoncé,Naughty Girl,False,2003,63,0.735,pop,3.4766666666666666
Linkin Park,Numb,False,2003,81,0.496,rock,3.0931
Lloyd Banks,On Fire,True,2004,61,0.759,hip hop,3.1213333333333333
Akon,Locked Up,True,2004,16,0.818,pop,3.9177666666666666
D12,My Band,True,2004,73,0.851,hip hop,4.97955
Jay Sean,Eyes On You - Radio Mix,False,2004,42,0.802,hip hop,3.1748833333333333
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,False,2016,66,0.833,pop,4.288883333333334
Destiny's Child,Lose My Breath,False,2004,61,0.814,pop,4.03355
Eric Prydz,Call on Me - Radio Mix,False,2004,72,0.597,pop,2.856
Ciara,Goodies (feat. Petey Pablo),False,2004,67,0.826,pop,3.716666666666667
Kelis,Trick Me,True,2003,63,0.97,pop,3.4351
LL Cool J,Headsprung,False,2004,56,0.718,hip hop,4.455333333333333
Spiderbait,Black Betty - Edit,False,2004,63,0.562,rock,3.4328833333333333
George Michael,Amazing,False,2004,57,0.805,set(),4.430433333333333
Britney Spears,My Prerogative,False,2004,53,0.749,pop,3.5648833333333334
Nina Sky,Move Ya Body,False,2004,67,0.87,pop,3.8666666666666667
Baby Bash,Suga Suga,False,2003,73,0.662,hip hop,3.9837666666666665
Petey Pablo,Freek-A-Leek,True,2003,56,0.737,hip hop,3.919766666666667
JAY-Z,Dirt Off Your Shoulder,True,2003,53,0.779,hip hop,4.086216666666667
Juanes,La Camisa Negra,False,2004,70,0.751,pop,3.6117666666666666
Avril Lavigne,Nobody's Home,False,2004,61,0.348,pop,3.540216666666667
Robbie Williams,Radio,False,2004,33,0.607,pop,3.8933333333333335
Black Eyed Peas,Hey Mama,True,2003,49,0.86,hip hop,3.58155
Ying Yang Twins,Salt Shaker,True,2003,61,0.884,hip hop,4.207333333333334
Enrique Iglesias,Not In Love - Radio Mix,False,2003,37,0.762,pop,3.7188833333333333
Kelis,Milkshake,False,2003,68,0.881,pop,3.0437666666666665
Linkin Park,Breaking the Habit,False,2003,68,0.579,rock,3.2817666666666665
JoJo,Leave (Get Out) - Radio Edit,False,2005,49,0.656,hip hop,4.045766666666666
Christina Milian,Dip It Low,False,2004,45,0.752,hip hop,3.2864333333333335
Avant,Read Your Mind,False,2003,56,0.755,pop,4.391766666666666
Eminem,Just Lose It,True,2004,67,0.94,hip hop,4.144666666666667
Sugababes,Too Lost In You,False,2003,58,0.586,pop,3.96155
Snoop Dogg,Drop It Like It's Hot,True,2004,39,0.892,hip hop,4.434433333333334
Sean Paul,I'm Still in Love with You (feat. Sasha),False,2002,68,0.765,hip hop,4.556
The Shapeshifters,Lola's Theme - Radio Edit,False,2004,65,0.748,Dance/Electronic,3.4511
D12,How Come,True,2004,57,0.745,hip hop,4.158883333333334
Basement Jaxx,Good Luck,False,2003,0,0.571,pop,4.7051
Kevin Lyttle,Turn Me On,False,2004,67,0.677,hip hop,3.201766666666667
Chingy,One Call Away,False,2003,61,0.765,hip hop,4.613333333333333
T.I.,Bring Em Out,True,2004,63,0.759,hip hop,3.6117666666666666
DJ Casper,Cha Cha Slide - Hardino Mix,False,2004,51,0.853,set(),3.7024333333333335
Kylie Minogue,I Believe in You,False,2004,47,0.548,pop,3.34955
Twista,Overnight Celebrity,True,2004,66,0.828,hip hop,3.8893333333333335
N.E.R.D,She Wants To Move,False,2004,57,0.766,hip hop,3.5631
Britney Spears,Everytime,False,2003,63,0.398,pop,3.838433333333333
U2,Vertigo,False,2004,64,0.416,World/Traditional,3.2253333333333334
Franz Ferdinand,Take Me Out,False,2004,77,0.277,rock,3.9504333333333332
J-Kwon,Tipsy - Club Mix,True,2001,59,0.925,hip hop,4.118433333333333
G-Unit,Wanna Get To Know You,True,2003,61,0.513,hip hop,4.4171
Lil' Flip,Sunshine (feat. Lea),True,2004,42,0.814,hip hop,3.752883333333333
Kanye West,Jesus Walks,True,2004,73,0.637,hip hop,3.2288833333333335
Evanescence,My Immortal,False,2003,72,0.19,metal,4.37555
Nelly,My Place,True,2004,57,0.6,hip hop,5.608433333333333
Lemar,If There's Any Justice,False,2004,46,0.706,R&B,3.818
No Doubt,It's My Life,False,2003,60,0.612,rock,3.76755
Avril Lavigne,Don't Tell Me,False,2004,58,0.523,pop,3.3668833333333335
Twista,Slow Jamz,True,2004,72,0.559,hip hop,5.26755
Green Day,American Idiot,True,2004,77,0.38,rock,2.9391
Kelis,Millionaire,False,2003,57,0.68,pop,3.748883333333333
Scissor Sisters,Comfortably Numb,False,2004,43,0.803,pop,4.434
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),False,2003,55,0.663,pop,4.736
Kanye West,Through The Wire,True,2004,76,0.571,hip hop,3.6871
Special D.,Come With Me - Radio Edit,False,2004,61,0.739,pop,3.08555
Ludacris,Splash Waterfalls,True,2003,48,0.734,hip hop,4.846
Avril Lavigne,My Happy Ending,True,2004,68,0.414,pop,4.040216666666667
Dido,White Flag,False,2003,44,0.512,pop,4.000666666666667
Eamon,Fuck It (I Don't Want You Back),True,2004,64,0.828,set(),3.7517666666666667
Beyoncé,"Me, Myself and I",False,2003,62,0.75,pop,5.018883333333333
3 Doors Down,Here Without You,False,2002,74,0.557,pop,3.9788833333333335
Kanye West,All Falls Down,True,2004,80,0.657,hip hop,3.7251
Twista,Sunshine (feat. Anthony Hamilton),True,2004,56,0.926,hip hop,3.7668833333333334
Katie Melua,The Closest Thing to Crazy,False,2003,55,0.562,pop,4.207766666666667
Usher,My Boo,False,2004,76,0.662,hip hop,3.724
Lloyd,Southside,False,2004,59,0.688,hip hop,4.6306666666666665
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,False,2004,59,0.668,Dance/Electronic,2.8591
The Streets,Fit but You Know It,True,2004,58,0.68,hip hop,4.2377666666666665
JUVENILE,Slow Motion,True,2003,64,0.713,hip hop,4.136666666666667
Outkast,The Way You Move (feat. Sleepy Brown),True,2003,66,0.871,hip hop,3.9
Girls Aloud,Love Machine,False,2004,59,0.663,pop,3.4226666666666667
Jessica Simpson,With You,False,2003,57,0.553,pop,3.1971
Eminem,Like Toy Soldiers,True,2004,48,0.52,hip hop,4.948
Gary Jules,Mad World (Feat. Michael Andrews),False,2001,65,0.345,pop,3.1584333333333334
Ashlee Simpson,Pieces Of Me,False,2004,56,0.505,pop,3.624
Will Young,Leave Right Now,False,2003,55,0.641,pop,3.578883333333333
Alicia Keys,You Don't Know My Name,False,2003,61,0.264,pop,6.112216666666667
Mariah Carey,We Belong Together,False,2005,69,0.84,pop,3.3566666666666665
Mario,Let Me Love You,False,2004,72,0.656,pop,4.278883333333333
Kanye West,Gold Digger,True,2005,78,0.629,hip hop,3.4604333333333335
Rihanna,Pon de Replay,False,2005,77,0.779,hip hop,4.116
50 Cent,Candy Shop,True,2005,79,0.614,hip hop,3.4851
James Blunt,You're Beautiful,True,2005,75,0.675,pop,3.49155
Green Day,Boulevard of Broken Dreams,True,2004,72,0.49,rock,4.354433333333334
The Pussycat Dolls,Don't Cha,False,2005,72,0.875,pop,4.534666666666666
Daniel Powter,Bad Day,False,2005,74,0.599,pop,3.894
Akon,Bananza (Belly Dancer),False,2004,28,0.878,pop,3.9748833333333335
Madonna,Hung Up,False,2005,74,0.649,pop,5.6288833333333335
50 Cent,Just A Lil Bit,True,2005,76,0.489,hip hop,3.9617666666666667
Crazy Frog,Axel F,False,2005,67,0.86,pop,2.81465
Eminem,Ass Like That,True,2004,52,0.646,hip hop,4.424666666666667
Sean Paul,We Be Burnin',False,2005,59,0.95,hip hop,3.5511
Gwen Stefani,Rich Girl,False,2004,68,0.856,pop,3.9368833333333333
The Chemical Brothers,Galvanize,False,2005,63,0.745,Dance/Electronic,6.56355
Fort Minor,Remember the Name (feat. Styles of Beyond),True,2005,73,0.688,hip hop,3.84155
50 Cent,Disco Inferno,True,2005,72,0.925,hip hop,3.5704333333333333
The Game,How We Do,True,2005,74,0.862,hip hop,3.92555
Chris Brown,Run It! (feat. Juelz Santana),False,2005,71,0.846,hip hop,3.8311
Mariah Carey,It's Like That,False,2005,0,0.8,pop,3.3893333333333335
Black Eyed Peas,My Humps,False,2005,67,0.802,hip hop,5.449333333333334
Ciara,Oh (feat. Ludacris),False,2004,61,0.8,pop,4.272433333333334
50 Cent,Outta Control - Remix,True,2005,60,0.772,hip hop,4.1251
Baby Bash,"Baby, I'm Back",True,2005,4,0.899,hip hop,3.6653333333333333
Jennifer Lopez,Get Right,False,2005,65,0.741,hip hop,3.7588833333333334
JAY-Z,Numb / Encore,True,2004,76,0.687,hip hop,3.4288833333333333
The Game,Hate It Or Love It,True,2005,77,0.802,hip hop,3.44
Gorillaz,Feel Good Inc.,False,2005,82,0.818,hip hop,3.7106666666666666
Black Eyed Peas,Don't Phunk With My Heart,False,2005,62,0.69,hip hop,3.9962166666666668
Akon,Lonely,True,2004,21,0.629,pop,3.93
Bodyrockers,I Like The Way - Radio Edit,False,2005,54,0.642,rock,3.334216666666667
Sugababes,Push The Button,False,2005,64,0.962,pop,3.6348833333333332
Jeezy,Soul Survivor,True,2005,55,0.684,hip hop,4.666883333333334
Eminem,Mockingbird,True,2004,77,0.637,hip hop,4.179333333333333
Shakira,La Tortura (feat. Alejandro Sanz),False,2005,72,0.74,pop,3.548216666666667
Gorillaz,DARE,False,2005,73,0.76,hip hop,4.083316666666667
Snoop Dogg,Signs,True,2004,54,0.94,hip hop,3.9468833333333335
Robbie Williams,Tripping,False,2005,58,0.666,pop,4.61005
David Banner,Play,True,2005,52,0.837,hip hop,3.83555
Trillville,Some Cut,True,2004,50,0.9,hip hop,4.724233333333333
D4L,Laffy Taffy,True,2005,63,0.891,hip hop,3.73755
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),True,2005,67,0.904,hip hop,3.78105
Rob Thomas,Lonely No More,False,2005,56,0.551,pop,3.7773333333333334
Brian McFadden,Almost Here,False,2004,42,0.561,set(),3.830433333333333
Bobby V.,"Slow Down - 12"" Version",False,2005,65,0.568,hip hop,4.3111
Backstreet Boys,Incomplete,False,2005,63,0.437,pop,3.9931
Pretty Ricky,Grind With Me,True,2005,63,0.7,hip hop,3.9622166666666665
Kanye West,Diamonds From Sierra Leone - Remix,True,2005,61,0.672,hip hop,3.89
Snoop Dogg,Drop It Like It's Hot,True,2004,39,0.892,hip hop,4.434433333333334
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,False,2005,41,0.905,hip hop,3.522
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),False,2004,63,0.878,pop,5.426216666666667
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",False,2005,52,0.939,pop,3.370216666666667
Amerie,1 Thing,False,2008,52,0.636,hip hop,3.9791
Ludacris,Get Back,True,2004,59,0.555,hip hop,4.512433333333333
Franz Ferdinand,Do You Want To,False,2005,61,0.412,rock,3.5833333333333335
Natalie Imbruglia,Shiver,False,2005,52,0.489,pop,3.7108833333333333
Gwen Stefani,Hollaback Girl,True,2004,69,0.926,pop,3.3308833333333334
Pretty Ricky,Your Body,True,2005,59,0.838,hip hop,4.000666666666667
Thirty Seconds To Mars,The Kill,False,2005,74,0.179,rock,3.8588833333333334
Alicia Keys,Karma,False,2003,50,0.727,pop,4.266666666666667
2Pac,Ghetto Gospel,True,2004,68,0.794,hip hop,3.96755
Craig David,Don't Love You No More (I'm Sorry),False,2005,56,0.636,hip hop,4.066433333333333
Katie Melua,Nine Million Bicycles,False,2005,60,0.534,pop,3.286
Lil Jon & The East Side Boyz,Lovers And Friends,True,2004,66,0.675,hip hop,4.343333333333334
Mariah Carey,Don't Forget About Us - Radio Edit,False,2005,0,0.7,pop,3.8977666666666666
Ying Yang Twins,Wait (The Whisper Song),True,2005,57,0.933,hip hop,2.986
Will Smith,Switch,False,2020,34,0.873,hip hop,3.2944333333333335
Bow Wow,Like You (feat. Ciara),False,2005,66,0.714,hip hop,3.4306666666666668
Kaiser Chiefs,Everyday I Love You Less And Less,False,2005,58,0.49,rock,3.628433333333333
Kelly Clarkson,Behind These Hazel Eyes,False,2004,59,0.548,pop,3.3162166666666666
Black Eyed Peas,Don't Lie,False,2005,61,0.662,hip hop,3.65
Westlife,You Raise Me Up,False,2005,1,0.129,pop,4.017766666666667
Ray J,One Wish,False,2005,62,0.525,hip hop,5.6273333333333335
Papa Roach,Scars,False,2004,60,0.455,rock,3.4699833333333334
Arctic Monkeys,I Bet You Look Good On The Dancefloor,False,2006,71,0.535,rock,2.8946666666666667
Shayne Ward,That's My Goal,False,2006,1,0.286,pop,3.66
Bow Wow,Let Me Hold You (feat. Omarion),False,2005,62,0.815,hip hop,4.14155
Kaiser Chiefs,I Predict A Riot,False,2005,63,0.395,rock,3.886433333333333
Usher,Caught Up,False,2004,61,0.817,hip hop,3.744
Kelly Clarkson,Because of You,False,2004,71,0.587,pop,3.6582166666666667
3 Doors Down,Let Me Go,False,2012,52,0.478,pop,4.050883333333333
Nickelback,Photograph,False,2005,67,0.515,rock,4.315333333333333
T-Pain,I'm Sprung,False,2005,0,0.722,hip hop,3.8506666666666667
Destiny's Child,Cater 2 U,False,2004,58,0.605,pop,4.09
The Pussycat Dolls,Stickwitu,False,2005,67,0.548,pop,3.4584333333333332
Ryan Cabrera,True,False,2004,62,0.598,pop,3.4028833333333335
Stereophonics,Dakota,False,2005,69,0.506,rock,4.9571
Eminem,Like Toy Soldiers,True,2004,67,0.52,hip hop,4.948
Nelly,Over And Over,True,2004,61,0.644,hip hop,4.232216666666667
Coldplay,Speed of Sound,False,2005,69,0.514,rock,4.7984333333333336
KT Tunstall,Suddenly I See,False,2005,71,0.587,World/Traditional,3.3617666666666666
Destiny's Child,Girl,False,2004,55,0.567,pop,3.7357666666666667
Kelly Clarkson,Since U Been Gone,False,2004,71,0.662,pop,3.1493333333333333
U2,Sometimes You Can't Make It On Your Own,False,2004,56,0.53,World/Traditional,5.084666666666666
The All-American Rejects,Dirty Little Secret,False,2005,65,0.469,rock,3.22755
Toby Keith,As Good As I Once Was,False,2005,67,0.68,country,3.7973333333333334
Gwen Stefani,Cool,False,2004,59,0.709,pop,3.15555
Foo Fighters,Best of You,False,2005,76,0.366,rock,4.260433333333333
Shakira,Hips Don't Lie (feat. Wyclef Jean),False,2005,82,0.778,pop,3.6348833333333332
Sean Paul,Temperature,False,2005,78,0.951,hip hop,3.6428833333333333
Justin Timberlake,SexyBack (feat. Timbaland),True,2006,78,0.967,pop,4.04555
Beyoncé,Irreplaceable,False,2007,70,0.447,pop,3.79755
Amy Winehouse,Rehab,False,2006,71,0.407,R&B,3.5824333333333334
Rihanna,SOS,False,2006,73,0.677,hip hop,3.982
Gnarls Barkley,Crazy,False,2006,74,0.855,hip hop,2.9577666666666667
Busta Rhymes,Touch It,True,2006,61,0.658,hip hop,3.582666666666667
Nelly Furtado,Maneater,False,2006,79,0.796,hip hop,4.314883333333333
Bob Sinclar,Rock This Party - Everybody Dance Now,False,2006,69,0.893,pop,4.0911
Diddy,Come to Me (feat. Nicole Scherzinger),True,2006,55,0.819,hip hop,4.6131
Madonna,Sorry,False,2005,61,0.589,pop,4.698
Chamillionaire,Ridin',True,2005,71,0.787,hip hop,5.050883333333333
Black Eyed Peas,Pump It,False,2005,75,0.648,hip hop,3.5511
Nelly Furtado,Promiscuous,False,2006,82,0.808,hip hop,4.038216666666667
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,False,2015,39,0.814,pop,2.5088833333333334
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,False,2006,58,0.711,hip hop,4.064666666666667
The Pussycat Dolls,Buttons,False,2005,68,0.565,pop,3.759333333333333
Ciara,Get Up (feat. Chamillionaire),False,2006,59,0.964,pop,4.3646666666666665
Eminem,Shake That,True,2005,74,0.963,hip hop,4.574
Cherish,Do It To It,False,2006,65,0.826,hip hop,3.77155
Muse,Supermassive Black Hole,False,2006,75,0.668,rock,3.54065
Chris Brown,Gimme That,False,2005,63,0.678,hip hop,3.113766666666667
Infernal,From Paris to Berlin,False,2004,57,0.741,pop,3.4944333333333333
Cassie,Me & U,False,2006,73,0.803,pop,3.20355
E-40,U and Dat (feat. T. Pain & Kandi Girl),True,2006,63,0.858,hip hop,3.3786666666666667
The Pussycat Dolls,Beep,False,2005,57,0.938,pop,3.8226666666666667
Lil Jon,Snap Yo Fingers,False,2006,67,0.835,hip hop,4.5731
Armand Van Helden,My My My - Radio Edit,False,2006,40,0.678,pop,3.1666666666666665
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",True,2005,68,0.833,hip hop,4.7697666666666665
Yung Joc,It's Goin' Down (feat. Nitti),True,2006,66,0.888,hip hop,4.030666666666667
Shayne Ward,No Promises,False,2006,1,0.5,pop,3.717766666666667
Justin Timberlake,My Love (feat. T.I.),False,2006,72,0.771,pop,4.602666666666667
Nickelback,Savin' Me,False,2005,65,0.441,rock,3.6553333333333335
Nelly,Grillz,False,2005,60,0.867,hip hop,4.519333333333333
Take That,Patience,False,2006,64,0.309,pop,3.367766666666667
Fergie,London Bridge,True,2006,57,0.769,pop,4.021766666666666
Cascada,Everytime We Touch - Radio Edit,False,2011,0,0.64,hip hop,3.3186666666666667
D4L,Laffy Taffy,True,2005,63,0.891,hip hop,3.73755
LL Cool J,Control Myself,False,2006,42,0.825,hip hop,3.89955
Beyoncé,Deja Vu (feat. Jay-Z),False,2007,57,0.644,pop,4.004666666666667
P!nk,Stupid Girls,True,2006,0,0.683,pop,3.286216666666667
Eminem,When I'm Gone,True,2005,68,0.618,hip hop,4.688666666666666
Kelis,Bossy,False,2006,50,0.906,pop,4.566216666666667
Bob Sinclar,Love Generation - Radio Edit,False,2005,49,0.715,pop,3.4602166666666667
Meck,Thunder in My Heart Again (Radio Edit),False,2005,46,0.679,set(),3.1633333333333336
Mary J. Blige,Be Without You - Kendu Mix,True,2005,69,0.726,pop,4.10555
Girls Aloud,Something Kinda Ooooh,False,2012,49,0.681,pop,3.3598333333333334
Rihanna,Unfaithful,False,2006,70,0.588,hip hop,3.7828833333333334
Kanye West,Touch The Sky,True,2005,73,0.552,hip hop,3.9433333333333334
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",True,2006,60,0.886,hip hop,3.830216666666667
Evanescence,Call Me When You're Sober,False,2006,65,0.45,metal,3.5784333333333334
Chingy,Pullin' Me Back,True,2006,62,0.786,hip hop,3.9022166666666664
Nickelback,Far Away,False,2005,70,0.518,rock,3.96955
Fall Out Boy,"Dance, Dance",False,2005,74,0.622,rock,3.0044333333333335
Leona Lewis,A Moment Like This,False,2007,57,0.261,pop,4.288216666666667
T.I.,What You Know,True,2006,64,0.551,hip hop,4.572216666666667
Ludacris,Money Maker,True,2006,62,0.551,hip hop,3.84355
Nick Lachey,What's Left Of Me,False,2006,37,0.42,pop,4.076883333333333
Jibbs,Chain Hang Low,True,2006,56,0.792,hip hop,3.459766666666667
Arctic Monkeys,When The Sun Goes Down,True,2006,72,0.348,rock,3.3688833333333332
Rascal Flatts,Life is a Highway,False,2006,0,0.561,country,4.6128833333333334
Beyoncé,Check On It (feat. Slim Thug),False,2006,45,0.7,pop,3.5197666666666665
Keyshia Cole,Love,False,2005,72,0.688,hip hop,4.25555
Lily Allen,Smile,True,2006,68,0.632,pop,3.28155
Ne-Yo,Sexy Love,False,2006,67,0.693,pop,3.6808833333333335
JoJo,Too Little Too Late,False,2006,48,0.535,hip hop,3.728
Mary J. Blige,One,False,2005,64,0.344,pop,4.3411
Bubba Sparxxx,Ms. New Booty,True,2005,62,0.64,hip hop,4.210883333333333
Amy Winehouse,You Know I'm No Good,False,2006,63,0.705,R&B,4.2824333333333335
Rascal Flatts,What Hurts The Most,False,2006,69,0.537,country,3.568433333333333
Red Hot Chili Peppers,Dani California,False,2006,76,0.556,rock,4.7026666666666666
Scissor Sisters,I Don't Feel Like Dancin',False,2006,63,0.707,pop,4.806
Ne-Yo,So Sick,False,2006,75,0.452,pop,3.4531
Hinder,Lips Of An Angel,False,2019,35,0.474,pop,4.350883333333333
The Raconteurs,"Steady, As She Goes",False,2006,56,0.525,rock,3.5877666666666665
The Fratellis,Chelsea Dagger,False,2006,68,0.511,rock,3.588433333333333
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),True,2005,42,0.684,hip hop,3.8644333333333334
The Pussycat Dolls,Stickwitu,False,2005,67,0.548,pop,3.4584333333333332
Panic! At The Disco,I Write Sins Not Tragedies,False,2005,70,0.566,rock,3.0931
James Blunt,Goodbye My Lover,False,2005,67,0.432,pop,4.310883333333333
Christina Aguilera,Ain't No Other Man,False,2006,63,0.862,pop,3.8151
Westlife,The Rose,False,2006,0,0.272,pop,3.6517666666666666
Keane,Is It Any Wonder?,False,2006,59,0.489,pop,3.102883333333333
Orson,No Tomorrow,False,2006,46,0.656,pop,2.79155
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),True,2005,0,0.731,hip hop,4.4222166666666665
KT Tunstall,Black Horse And The Cherry Tree,False,2005,64,0.748,World/Traditional,2.8728833333333332
Natasha Bedingfield,Unwritten,False,2004,2,0.706,pop,4.322216666666667
Razorlight,America,False,2006,67,0.447,rock,4.1626666666666665
James Morrison,You Give Me Something,False,2006,64,0.559,pop,3.5528833333333334
Snow Patrol,You're All I Have,False,2006,35,0.467,World/Traditional,4.55555
The Fray,How to Save a Life,False,2005,79,0.64,pop,4.37555
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),False,2006,61,0.7,World/Traditional,2.5273333333333334
My Chemical Romance,Welcome to the Black Parade,False,2006,76,0.217,rock,5.1851
Razorlight,In The Morning,False,2006,59,0.616,rock,3.70755
The All-American Rejects,Dirty Little Secret,False,2005,65,0.469,rock,3.22755
James Morrison,Wonderful World,False,2006,49,0.474,pop,3.5011
Chris Brown,Yo (Excuse Me Miss),False,2005,69,0.536,hip hop,3.8173333333333335
P!nk,Who Knew,False,2006,0,0.688,pop,3.4748833333333335
The Kooks,Naive,False,2006,73,0.391,rock,3.391766666666667
Leona Lewis,Bleeding Love,False,2007,75,0.638,pop,4.374433333333333
Rihanna,Umbrella,False,2008,81,0.583,hip hop,4.599766666666667
Britney Spears,Gimme More,False,2007,79,0.788,pop,4.187333333333333
Fergie,Big Girls Don't Cry (Personal),False,2006,76,0.708,pop,4.468666666666667
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,False,2007,0,0.698,pop,3.6568833333333335
Plain White T's,Hey There Delilah,False,2005,78,0.656,pop,3.87555
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),False,2006,70,0.687,pop,7.476216666666667
Gwen Stefani,The Sweet Escape,False,2006,71,0.756,pop,4.107766666666667
Timbaland,The Way I Are,False,2007,80,0.731,hip hop,2.985333333333333
